lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0140	967.0	882.0	966.0	1080.0	484.0	1685.0	729.0	957.0	470.0	196.0	1249.0	743.0	235.0	592.0	3318.0	4613.0	463.0	509.0	1623.0	1011.0	1176.0	1952.0	827.0	1598.0	2299.0	2254.0	2044.0	1551.0	1835.0	2161.0	658.0	171.0	240.0	1427.0	474.0	1146.0	1678.0	1866.0	196.0	226.0	928.0	1296.0	1198.0	1315.0	2320.0	738.0	290.0	958.0	1081.0	637.0	353.0	1214.0	1120.0	2517.0	313.0	2598.0	670.0	980.0	291.0	705.0	1389.0	232.0	471.0	1097.0	1148.0	857.0	2400.0	1069.0	1006.0	534.0	992.0	1157.0	4161.0	405.0	86988.6	1153558.0	1380956.920453
sub-0141	991.0	1346.0	1069.0	1266.0	629.0	1617.0	946.0	892.0	544.0	189.0	1246.0	1055.0	319.0	880.0	3818.0	5375.0	488.0	482.0	1589.0	1089.0	1239.0	1720.0	1023.0	1761.0	1588.0	2496.0	2832.0	1763.0	1600.0	1997.0	715.0	215.0	282.0	1485.0	436.0	863.0	1712.0	1859.0	168.0	273.0	847.0	1300.0	1130.0	1224.0	1924.0	875.0	292.0	907.0	1271.0	635.0	420.0	1855.0	1366.0	2182.0	486.0	2329.0	725.0	951.0	372.0	675.0	1884.0	291.0	503.0	859.0	1662.0	787.0	2864.0	1156.0	893.0	429.0	974.0	1067.0	3965.0	186.0	91137.8	1169125.0	1500243.929005
sub-0142	714.0	1061.0	1052.0	1100.0	577.0	1634.0	914.0	927.0	454.0	153.0	1155.0	1134.0	254.0	977.0	3246.0	5455.0	474.0	470.0	1745.0	807.0	1301.0	2189.0	871.0	1658.0	2033.0	2020.0	2484.0	1580.0	1572.0	1815.0	738.0	321.0	424.0	1342.0	540.0	617.0	1675.0	1881.0	220.0	359.0	680.0	1303.0	1038.0	1507.0	2055.0	829.0	293.0	962.0	1288.0	614.0	401.0	1978.0	907.0	1949.0	110.0	2762.0	683.0	816.0	578.0	797.0	1596.0	323.0	515.0	851.0	1355.0	773.0	2080.0	1230.0	918.0	513.0	1060.0	1119.0	4390.0	309.0	88525.9	1155332.0	1172995.662964
sub-0143	892.0	1250.0	1022.0	996.0	517.0	1511.0	779.0	839.0	351.0	164.0	1444.0	1000.0	304.0	874.0	2884.0	4548.0	445.0	475.0	1525.0	1081.0	1224.0	2096.0	956.0	1545.0	1601.0	1912.0	2200.0	1576.0	1505.0	1935.0	722.0	114.0	419.0	1397.0	470.0	576.0	2311.0	2061.0	243.0	246.0	722.0	1254.0	1328.0	1512.0	1828.0	762.0	357.0	1000.0	1224.0	605.0	401.0	1506.0	1033.0	1895.0	213.0	2091.0	431.0	1035.0	581.0	707.0	1500.0	189.0	435.0	973.0	1549.0	804.0	1864.0	1128.0	740.0	446.0	708.0	1105.0	3619.0	337.0	83888.2	1099919.0	1400353.421911
sub-0144	1033.0	1123.0	1188.0	1409.0	642.0	1829.0	977.0	1193.0	492.0	181.0	1530.0	1113.0	337.0	827.0	3544.0	5809.0	548.0	603.0	1804.0	978.0	1389.0	1838.0	1031.0	1724.0	2073.0	2186.0	2272.0	1715.0	1706.0	1971.0	650.0	557.0	241.0	1336.0	599.0	619.0	2391.0	2007.0	231.0	179.0	738.0	1397.0	1262.0	1761.0	1834.0	1032.0	427.0	999.0	1347.0	957.0	253.0	1895.0	1108.0	2170.0	424.0	2152.0	903.0	722.0	705.0	729.0	1213.0	387.0	545.0	859.0	1610.0	1008.0	2753.0	1158.0	1041.0	606.0	808.0	1178.0	4556.0	207.0	94619.3	1226259.0	1681085.659417
sub-0145	901.0	1041.0	906.0	1054.0	520.0	1288.0	803.0	817.0	370.0	199.0	1419.0	800.0	281.0	631.0	2834.0	4552.0	458.0	373.0	1630.0	1006.0	1034.0	2267.0	865.0	1530.0	1682.0	1578.0	1922.0	1571.0	1560.0	1852.0	670.0	140.0	356.0	1305.0	590.0	518.0	2089.0	1573.0	120.0	194.0	640.0	1243.0	1194.0	1880.0	1960.0	627.0	358.0	850.0	1008.0	763.0	410.0	1410.0	1028.0	1889.0	206.0	1633.0	725.0	1078.0	544.0	698.0	1164.0	255.0	476.0	965.0	1243.0	718.0	1824.0	1161.0	1013.0	473.0	729.0	1337.0	3924.0	249.0	80974.3	1071579.0	1299827.985789
sub-0146	967.0	1114.0	1079.0	878.0	609.0	1038.0	725.0	692.0	361.0	214.0	1616.0	802.0	229.0	655.0	2801.0	4179.0	440.0	370.0	1547.0	1127.0	1204.0	2051.0	747.0	1636.0	1544.0	2108.0	1684.0	1189.0	1444.0	1774.0	540.0	280.0	378.0	1343.0	330.0	720.0	1617.0	1707.0	217.0	195.0	824.0	1464.0	1028.0	1755.0	1876.0	682.0	296.0	878.0	1032.0	522.0	401.0	1358.0	1018.0	1734.0	41.0	1764.0	675.0	1006.0	488.0	486.0	1365.0	281.0	447.0	993.0	1552.0	536.0	1603.0	928.0	821.0	440.0	675.0	1128.0	3535.0	295.0	78080.9	1058927.0	1294601.842197
sub-0147	804.0	936.0	1103.0	1177.0	573.0	1412.0	936.0	976.0	394.0	198.0	1273.0	916.0	476.0	583.0	3278.0	4876.0	495.0	542.0	1406.0	891.0	1128.0	1734.0	955.0	1634.0	2186.0	1987.0	2179.0	1424.0	1660.0	2032.0	669.0	424.0	352.0	1389.0	310.0	717.0	1782.0	2040.0	211.0	145.0	767.0	1363.0	1159.0	1460.0	2129.0	831.0	436.0	1016.0	1237.0	807.0	352.0	1255.0	914.0	1871.0	424.0	2181.0	817.0	865.0	499.0	540.0	1086.0	285.0	483.0	923.0	1669.0	1004.0	2007.0	1047.0	941.0	600.0	805.0	1243.0	4381.0	277.0	85877.1	1136736.0	1241067.766693
sub-0148	761.0	1243.0	864.0	993.0	578.0	1483.0	641.0	897.0	426.0	171.0	1129.0	914.0	310.0	646.0	2748.0	4168.0	464.0	402.0	1252.0	902.0	1321.0	1695.0	722.0	1515.0	1650.0	2054.0	1747.0	1366.0	1861.0	1913.0	643.0	472.0	318.0	1140.0	444.0	698.0	1439.0	1613.0	225.0	114.0	785.0	1311.0	930.0	1498.0	1863.0	685.0	320.0	891.0	1232.0	452.0	334.0	1120.0	894.0	1679.0	278.0	2207.0	774.0	940.0	529.0	545.0	1360.0	190.0	436.0	872.0	1091.0	809.0	1940.0	1289.0	866.0	458.0	771.0	982.0	3339.0	303.0	77911.5	1099889.0	1371161.493702
sub-0149	770.0	1256.0	1157.0	948.0	500.0	1535.0	924.0	945.0	329.0	220.0	1537.0	782.0	245.0	828.0	3010.0	4894.0	368.0	408.0	1356.0	1148.0	1362.0	2097.0	870.0	1535.0	1548.0	2008.0	2072.0	1454.0	1432.0	1794.0	581.0	500.0	311.0	1158.0	427.0	551.0	1590.0	1596.0	225.0	263.0	707.0	1511.0	1160.0	1466.0	2120.0	776.0	338.0	864.0	1186.0	767.0	392.0	1332.0	1026.0	2269.0	175.0	1924.0	716.0	1002.0	501.0	555.0	1339.0	343.0	332.0	996.0	1466.0	578.0	1833.0	961.0	820.0	456.0	716.0	909.0	3541.0	311.0	81922.3	1083413.0	1075534.959018
sub-0150	657.0	1036.0	822.0	851.0	450.0	1276.0	901.0	724.0	314.0	158.0	1290.0	748.0	238.0	573.0	2445.0	4172.0	386.0	397.0	1357.0	1037.0	1306.0	1748.0	708.0	1294.0	1860.0	1508.0	1904.0	1396.0	1264.0	1724.0	576.0	454.0	210.0	1235.0	451.0	480.0	1521.0	1375.0	162.0	147.0	640.0	1470.0	1053.0	1420.0	1747.0	668.0	229.0	725.0	896.0	561.0	409.0	1212.0	944.0	1724.0	127.0	2130.0	788.0	953.0	377.0	529.0	1437.0	212.0	366.0	742.0	1077.0	606.0	1610.0	945.0	934.0	339.0	593.0	963.0	3357.0	168.0	73107.5	979744.0	1171160.88029
sub-0151	809.0	1343.0	1143.0	941.0	427.0	1457.0	790.0	997.0	432.0	190.0	1272.0	844.0	362.0	734.0	3082.0	4482.0	396.0	545.0	1485.0	872.0	1479.0	1743.0	788.0	1652.0	1887.0	1782.0	1960.0	1259.0	1715.0	1757.0	709.0	406.0	340.0	1405.0	596.0	539.0	1643.0	1955.0	193.0	223.0	702.0	1297.0	1092.0	1646.0	1954.0	823.0	418.0	939.0	1012.0	485.0	412.0	1317.0	743.0	1904.0	252.0	1969.0	795.0	814.0	386.0	669.0	1685.0	207.0	478.0	927.0	1390.0	631.0	1898.0	869.0	1120.0	647.0	654.0	1244.0	4486.0	269.0	82766.7	1097082.0	1509962.151515
sub-0152	703.0	992.0	941.0	794.0	541.0	1261.0	645.0	776.0	350.0	218.0	1349.0	608.0	300.0	668.0	2528.0	4030.0	309.0	374.0	1218.0	983.0	1040.0	1969.0	836.0	1209.0	1397.0	1229.0	1861.0	1302.0	1434.0	1998.0	560.0	489.0	268.0	1081.0	403.0	426.0	1684.0	1708.0	176.0	121.0	577.0	1171.0	1038.0	1462.0	1930.0	669.0	349.0	841.0	903.0	488.0	330.0	1121.0	994.0	1715.0	136.0	1769.0	544.0	979.0	432.0	550.0	1402.0	228.0	339.0	701.0	1390.0	586.0	1595.0	950.0	834.0	435.0	648.0	1201.0	3198.0	193.0	72476.0	963268.0	999643.89995
sub-0153	733.0	1086.0	910.0	972.0	424.0	1328.0	799.0	1022.0	507.0	196.0	1367.0	781.0	317.0	677.0	3270.0	5119.0	487.0	425.0	1194.0	783.0	1167.0	1740.0	941.0	1650.0	1816.0	1905.0	1916.0	1264.0	1551.0	1867.0	671.0	348.0	217.0	1283.0	417.0	661.0	1859.0	1746.0	122.0	182.0	772.0	1592.0	1185.0	1552.0	1789.0	862.0	377.0	970.0	1116.0	612.0	405.0	1212.0	839.0	2005.0	197.0	2162.0	779.0	825.0	645.0	704.0	1346.0	401.0	503.0	883.0	1348.0	873.0	1886.0	1228.0	754.0	524.0	849.0	1061.0	4124.0	280.0	82380.3	1174849.0	1431686.192644
sub-0154	867.0	1120.0	995.0	924.0	562.0	1437.0	812.0	725.0	299.0	160.0	1439.0	925.0	335.0	928.0	3023.0	4258.0	414.0	405.0	1632.0	1055.0	1265.0	1847.0	850.0	1563.0	1668.0	1847.0	2179.0	1361.0	1609.0	1720.0	652.0	289.0	332.0	1447.0	470.0	568.0	1818.0	1798.0	168.0	177.0	684.0	1300.0	1225.0	1599.0	1922.0	627.0	362.0	842.0	955.0	779.0	266.0	1285.0	1059.0	1790.0	177.0	1988.0	843.0	925.0	674.0	813.0	1283.0	264.0	395.0	923.0	1418.0	462.0	1933.0	1132.0	933.0	420.0	480.0	1280.0	3780.0	246.0	81009.0	1124285.0	1408099.524744
sub-0155	923.0	1332.0	1006.0	1115.0	697.0	1336.0	821.0	972.0	612.0	243.0	1629.0	972.0	381.0	1085.0	3072.0	5197.0	521.0	481.0	1777.0	921.0	990.0	2391.0	811.0	1703.0	2373.0	2594.0	2201.0	1762.0	1622.0	2051.0	669.0	596.0	362.0	1360.0	591.0	730.0	2090.0	2135.0	289.0	240.0	914.0	1604.0	1277.0	2094.0	2513.0	757.0	360.0	936.0	1354.0	659.0	462.0	1904.0	1044.0	2028.0	372.0	2382.0	926.0	855.0	509.0	801.0	1532.0	272.0	527.0	1181.0	1521.0	1075.0	2049.0	1137.0	941.0	539.0	1053.0	1270.0	5306.0	179.0	94988.3	1296459.0	1725216.128586
sub-0156	1031.0	1101.0	1026.0	1180.0	440.0	1486.0	865.0	944.0	437.0	271.0	1543.0	1143.0	243.0	938.0	2887.0	5368.0	500.0	443.0	1475.0	814.0	1215.0	2580.0	999.0	1622.0	1832.0	2600.0	1895.0	1364.0	1513.0	1960.0	617.0	402.0	282.0	1199.0	500.0	668.0	1874.0	1742.0	256.0	279.0	864.0	1291.0	1224.0	2223.0	2001.0	777.0	366.0	906.0	1259.0	684.0	443.0	1837.0	874.0	1890.0	237.0	2272.0	673.0	975.0	614.0	552.0	1275.0	351.0	455.0	1000.0	1530.0	789.0	2104.0	1187.0	1008.0	393.0	873.0	1050.0	4042.0	192.0	87742.3	1132616.0	1523832.725016
sub-0157	854.0	1201.0	972.0	1237.0	697.0	1910.0	1023.0	1134.0	422.0	259.0	1889.0	1120.0	264.0	581.0	3246.0	5284.0	549.0	507.0	2073.0	1178.0	1397.0	2039.0	799.0	1777.0	1975.0	2145.0	1938.0	1572.0	1635.0	1888.0	587.0	322.0	384.0	1458.0	492.0	828.0	2083.0	1807.0	235.0	175.0	912.0	1399.0	1167.0	2159.0	2187.0	895.0	328.0	1030.0	1271.0	729.0	337.0	1345.0	1030.0	2704.0	187.0	2223.0	562.0	1297.0	532.0	705.0	1615.0	251.0	384.0	1011.0	1746.0	981.0	2181.0	1240.0	915.0	383.0	771.0	1196.0	4406.0	313.0	92331.7	1196794.0	1246740.565978
sub-0158	1076.0	998.0	1064.0	845.0	558.0	1150.0	908.0	989.0	442.0	172.0	1105.0	951.0	316.0	762.0	3003.0	5279.0	459.0	436.0	1434.0	868.0	1180.0	1880.0	976.0	1665.0	1950.0	2104.0	2052.0	1430.0	1580.0	1886.0	649.0	477.0	382.0	1483.0	437.0	795.0	1193.0	2067.0	146.0	221.0	803.0	1253.0	1046.0	1326.0	2212.0	685.0	368.0	1024.0	1087.0	634.0	348.0	1697.0	1058.0	1931.0	323.0	2185.0	627.0	1006.0	515.0	581.0	1307.0	271.0	496.0	1055.0	1183.0	914.0	1989.0	1161.0	860.0	439.0	683.0	893.0	4532.0	351.0	84214.9	1140746.0	1506750.044298
sub-0159	735.0	1265.0	1235.0	1276.0	670.0	1744.0	1119.0	1057.0	468.0	164.0	1482.0	884.0	275.0	933.0	3325.0	5356.0	564.0	535.0	1734.0	1201.0	1629.0	1611.0	837.0	1678.0	2402.0	2447.0	2507.0	1574.0	1864.0	2149.0	700.0	260.0	376.0	1549.0	610.0	769.0	2153.0	2261.0	216.0	235.0	896.0	1534.0	1335.0	1207.0	2171.0	911.0	354.0	995.0	1308.0	790.0	418.0	1446.0	801.0	2135.0	435.0	2698.0	888.0	1043.0	582.0	740.0	1930.0	309.0	503.0	987.0	1859.0	960.0	1724.0	1416.0	978.0	476.0	1011.0	1374.0	4901.0	298.0	95264.5	1329475.0	1869415.720584
sub-0160	916.0	1365.0	1110.0	996.0	653.0	1683.0	1041.0	1018.0	379.0	202.0	1218.0	988.0	277.0	889.0	3117.0	5697.0	519.0	509.0	1910.0	815.0	1399.0	1383.0	907.0	1756.0	2138.0	1776.0	2087.0	1507.0	2437.0	1968.0	678.0	173.0	481.0	1695.0	740.0	789.0	2218.0	1942.0	198.0	341.0	824.0	1422.0	1155.0	1234.0	2319.0	780.0	289.0	1159.0	1145.0	749.0	417.0	1440.0	1556.0	2671.0	527.0	2028.0	910.0	869.0	642.0	813.0	1621.0	323.0	469.0	995.0	1133.0	1055.0	1959.0	1129.0	1260.0	449.0	726.0	1361.0	5158.0	335.0	92838.0	1241604.0	1676307.142224
sub-0161	971.0	1340.0	1168.0	1156.0	530.0	1461.0	886.0	927.0	471.0	258.0	1837.0	994.0	320.0	909.0	3515.0	5283.0	489.0	525.0	1767.0	1070.0	1198.0	2265.0	1292.0	1870.0	1510.0	1999.0	1532.0	1358.0	1645.0	1782.0	712.0	299.0	427.0	1312.0	664.0	810.0	1934.0	1553.0	191.0	125.0	915.0	1786.0	1083.0	2241.0	2310.0	732.0	401.0	885.0	1135.0	934.0	363.0	1848.0	1170.0	1911.0	136.0	1836.0	1031.0	669.0	418.0	513.0	1380.0	305.0	456.0	1077.0	1603.0	985.0	1767.0	1209.0	828.0	470.0	769.0	1230.0	3840.0	359.0	88952.8	1247134.0	1602061.22089
sub-0162	855.0	1047.0	978.0	967.0	627.0	1787.0	1043.0	853.0	520.0	219.0	1496.0	968.0	354.0	1008.0	2944.0	5485.0	484.0	574.0	1563.0	1101.0	1132.0	1506.0	1115.0	1651.0	2089.0	2401.0	1788.0	1631.0	1603.0	1549.0	829.0	604.0	451.0	1674.0	632.0	891.0	1635.0	1813.0	269.0	315.0	871.0	1346.0	1250.0	1920.0	2075.0	822.0	447.0	1051.0	1274.0	854.0	318.0	1871.0	1233.0	2237.0	564.0	1972.0	826.0	929.0	438.0	662.0	1287.0	239.0	508.0	985.0	1279.0	857.0	2297.0	1202.0	912.0	486.0	648.0	1055.0	4197.0	442.0	89801.9	1191848.0	1344554.555009
sub-0163	798.0	929.0	921.0	1153.0	608.0	1710.0	1045.0	968.0	428.0	224.0	1548.0	845.0	276.0	832.0	3746.0	5018.0	429.0	437.0	1999.0	1140.0	1246.0	2080.0	842.0	1724.0	1719.0	2265.0	2023.0	1500.0	1791.0	1936.0	706.0	546.0	416.0	1390.0	600.0	1006.0	1857.0	1791.0	261.0	294.0	991.0	1359.0	1280.0	1980.0	1975.0	780.0	334.0	868.0	1332.0	794.0	372.0	1492.0	1133.0	2343.0	279.0	1749.0	615.0	841.0	712.0	516.0	1239.0	272.0	482.0	986.0	1553.0	948.0	1789.0	1533.0	956.0	447.0	803.0	1342.0	4038.0	404.0	89579.0	1183333.0	1294739.797538
sub-0164	834.0	1336.0	817.0	1024.0	686.0	1148.0	784.0	816.0	408.0	190.0	1360.0	841.0	370.0	697.0	3635.0	4904.0	419.0	498.0	1405.0	897.0	1513.0	1761.0	829.0	1491.0	2059.0	2213.0	1836.0	1525.0	1517.0	2091.0	536.0	196.0	393.0	1345.0	458.0	675.0	1813.0	2055.0	187.0	157.0	854.0	1392.0	1113.0	1520.0	1998.0	675.0	456.0	809.0	1103.0	553.0	362.0	1648.0	1059.0	1934.0	410.0	2140.0	744.0	739.0	418.0	723.0	1484.0	220.0	436.0	723.0	1212.0	746.0	1998.0	896.0	946.0	440.0	900.0	1107.0	4080.0	262.0	83820.9	1096547.0	1188231.934878
sub-0165	766.0	1368.0	1006.0	976.0	712.0	1264.0	745.0	800.0	297.0	196.0	1402.0	826.0	314.0	648.0	2804.0	4867.0	435.0	460.0	1479.0	902.0	1110.0	2369.0	818.0	1478.0	1672.0	1587.0	1711.0	1227.0	1641.0	1683.0	540.0	335.0	306.0	1347.0	545.0	669.0	1639.0	1484.0	238.0	236.0	849.0	1498.0	1034.0	1534.0	1989.0	733.0	270.0	949.0	1087.0	660.0	481.0	1396.0	1035.0	2047.0	138.0	2290.0	990.0	777.0	367.0	709.0	1475.0	264.0	338.0	834.0	1358.0	650.0	1625.0	1004.0	941.0	425.0	529.0	1173.0	3715.0	349.0	80414.2	1078700.0	1483535.133
sub-0166	915.0	1033.0	1051.0	1015.0	463.0	1440.0	754.0	984.0	466.0	197.0	1055.0	835.0	314.0	862.0	2768.0	4656.0	415.0	414.0	1536.0	753.0	1322.0	1749.0	789.0	1550.0	1457.0	2010.0	1641.0	1639.0	1613.0	1437.0	607.0	67.0	422.0	1477.0	385.0	692.0	1756.0	1530.0	201.0	241.0	771.0	1324.0	1193.0	1281.0	2219.0	687.0	350.0	876.0	1115.0	686.0	351.0	1393.0	963.0	1849.0	221.0	1596.0	989.0	788.0	632.0	829.0	1342.0	255.0	405.0	885.0	1305.0	733.0	1970.0	1181.0	710.0	527.0	675.0	1005.0	3735.0	363.0	79716.6	1046479.0	1114885.546577
sub-0167	879.0	1109.0	1096.0	1076.0	563.0	1872.0	1016.0	1019.0	383.0	170.0	1422.0	898.0	417.0	964.0	3897.0	5379.0	537.0	546.0	1499.0	962.0	1192.0	1787.0	910.0	1906.0	2054.0	2148.0	2039.0	1679.0	1736.0	1773.0	649.0	372.0	487.0	1467.0	495.0	891.0	2001.0	2214.0	259.0	169.0	858.0	1563.0	1098.0	1170.0	2083.0	699.0	394.0	1037.0	1203.0	509.0	312.0	1760.0	1247.0	2993.0	368.0	2178.0	884.0	916.0	420.0	761.0	1669.0	340.0	478.0	1028.0	1301.0	772.0	2437.0	1661.0	902.0	695.0	831.0	1010.0	4364.0	351.0	92226.8	1262657.0	1396117.635519
sub-0168	884.0	965.0	1104.0	949.0	458.0	1315.0	813.0	936.0	327.0	195.0	984.0	913.0	313.0	898.0	2550.0	4415.0	387.0	414.0	1919.0	865.0	1299.0	1831.0	764.0	1479.0	2104.0	1549.0	1926.0	1681.0	1542.0	1830.0	559.0	78.0	359.0	1248.0	429.0	627.0	1767.0	1790.0	194.0	171.0	676.0	1270.0	1070.0	1270.0	2203.0	746.0	276.0	936.0	1043.0	729.0	310.0	1461.0	992.0	1810.0	85.0	1942.0	620.0	950.0	503.0	656.0	1448.0	342.0	380.0	865.0	1179.0	714.0	1736.0	834.0	1019.0	459.0	811.0	821.0	4255.0	256.0	79495.2	1070708.0	1068907.036454
sub-0169	809.0	1285.0	973.0	971.0	531.0	1378.0	852.0	821.0	313.0	221.0	1447.0	837.0	267.0	788.0	2706.0	4783.0	386.0	489.0	1389.0	810.0	1289.0	2328.0	917.0	1571.0	1386.0	1396.0	1828.0	1287.0	1722.0	1526.0	645.0	566.0	317.0	1171.0	563.0	720.0	1525.0	1617.0	241.0	254.0	765.0	1331.0	1118.0	1533.0	2179.0	688.0	303.0	919.0	1076.0	777.0	329.0	1500.0	972.0	2237.0	112.0	1836.0	901.0	779.0	554.0	481.0	1286.0	252.0	426.0	951.0	1540.0	670.0	1695.0	1258.0	1128.0	395.0	592.0	1038.0	3308.0	290.0	80147.2	1107565.0	1332878.998056
sub-0170	848.0	750.0	982.0	1012.0	532.0	1304.0	886.0	937.0	491.0	171.0	1055.0	926.0	307.0	816.0	3329.0	4985.0	401.0	512.0	1583.0	944.0	1272.0	1754.0	673.0	1608.0	2070.0	1705.0	2014.0	1558.0	1947.0	1745.0	621.0	425.0	284.0	1296.0	415.0	512.0	1759.0	2091.0	247.0	207.0	683.0	1121.0	1073.0	1544.0	2264.0	618.0	356.0	814.0	1118.0	429.0	288.0	1560.0	945.0	2524.0	153.0	2328.0	689.0	901.0	562.0	702.0	1153.0	344.0	402.0	932.0	1207.0	627.0	1942.0	1175.0	790.0	535.0	788.0	1429.0	4117.0	238.0	83329.1	1053415.0	1088755.12353
sub-0171	813.0	807.0	1115.0	733.0	416.0	1351.0	760.0	784.0	396.0	164.0	1098.0	821.0	266.0	736.0	2689.0	4439.0	384.0	420.0	1170.0	877.0	881.0	2093.0	979.0	1546.0	1455.0	1415.0	1836.0	1353.0	1243.0	1869.0	673.0	508.0	257.0	1173.0	374.0	492.0	1379.0	1290.0	177.0	280.0	585.0	1160.0	917.0	1568.0	1811.0	711.0	327.0	875.0	952.0	790.0	361.0	1459.0	947.0	1817.0	235.0	1737.0	624.0	1068.0	541.0	548.0	1101.0	221.0	498.0	954.0	1177.0	579.0	1718.0	945.0	585.0	413.0	676.0	1125.0	3695.0	184.0	74415.6	1029824.0	1126175.098684
sub-0172	978.0	1017.0	916.0	1199.0	444.0	1350.0	947.0	914.0	413.0	232.0	1530.0	846.0	286.0	576.0	3328.0	4708.0	470.0	483.0	1306.0	931.0	1154.0	2041.0	680.0	1543.0	1534.0	2073.0	1835.0	1271.0	1765.0	1772.0	712.0	312.0	368.0	1233.0	462.0	655.0	1613.0	1481.0	135.0	188.0	743.0	1388.0	1037.0	1755.0	2063.0	614.0	307.0	967.0	1081.0	495.0	291.0	1342.0	851.0	2278.0	225.0	2138.0	716.0	871.0	481.0	592.0	1310.0	272.0	461.0	988.0	1630.0	724.0	1682.0	1066.0	1077.0	530.0	644.0	733.0	3111.0	352.0	80516.2	1106757.0	1180936.690315
sub-0173	939.0	1021.0	962.0	1083.0	598.0	1541.0	834.0	754.0	339.0	177.0	1502.0	985.0	304.0	650.0	2701.0	4531.0	355.0	400.0	1424.0	1096.0	1228.0	2149.0	747.0	1918.0	1834.0	2291.0	2259.0	1306.0	1596.0	2338.0	672.0	700.0	378.0	1470.0	590.0	742.0	1623.0	1684.0	159.0	204.0	877.0	1659.0	1246.0	1617.0	2003.0	734.0	328.0	892.0	1130.0	812.0	386.0	1383.0	970.0	2029.0	209.0	2836.0	864.0	1057.0	292.0	723.0	1549.0	216.0	528.0	1096.0	1363.0	696.0	2130.0	1407.0	807.0	438.0	833.0	964.0	3993.0	461.0	86612.8	1183561.0	1364461.961894
sub-0174	740.0	989.0	1021.0	867.0	433.0	1270.0	653.0	867.0	399.0	172.0	1287.0	972.0	337.0	950.0	3099.0	4692.0	431.0	396.0	1313.0	974.0	1049.0	2191.0	950.0	1530.0	1643.0	1948.0	2032.0	1358.0	1435.0	1807.0	583.0	426.0	369.0	1269.0	476.0	644.0	1717.0	1854.0	230.0	372.0	821.0	1216.0	1028.0	1542.0	1801.0	651.0	309.0	933.0	1130.0	736.0	367.0	1883.0	836.0	1762.0	322.0	2407.0	539.0	1032.0	464.0	686.0	1241.0	206.0	424.0	991.0	1201.0	635.0	1810.0	1139.0	864.0	532.0	723.0	1056.0	4213.0	302.0	81543.7	1108649.0	1250543.228796
sub-0175	763.0	1463.0	1015.0	965.0	486.0	1555.0	802.0	919.0	406.0	218.0	1487.0	1001.0	260.0	549.0	3138.0	5407.0	368.0	353.0	1870.0	1130.0	1227.0	2023.0	767.0	1308.0	2022.0	2124.0	1581.0	1530.0	1728.0	1428.0	666.0	590.0	393.0	1334.0	473.0	780.0	1942.0	1487.0	186.0	192.0	830.0	1583.0	1227.0	1749.0	2292.0	681.0	298.0	979.0	912.0	600.0	217.0	1512.0	1163.0	2384.0	514.0	1819.0	989.0	839.0	399.0	590.0	1560.0	334.0	336.0	878.0	1555.0	863.0	1712.0	1322.0	1071.0	490.0	543.0	1022.0	3708.0	338.0	85246.6	1203609.0	1397912.491468
